,Path,Celebrity,Feature_Embedding
143,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson15_3937.jpg,pins_scarlett johansson,[0.39107847 0.06184948 0.02598313 ... 0.03253251 0.02030065 0.0028281 ]
144,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson145_3933.jpg,pins_scarlett johansson,[0.12368    0.02823136 0.0178452  ... 0.04308599 0.01016533 0.03707211]
145,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson139_3927.jpg,pins_scarlett johansson,[0.27384806 0.04537136 0.02054578 ... 0.05085925 0.01161244 0.03602395]
146,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson50_4046.jpg,pins_scarlett johansson,[0.7055184  0.00662307 0.04106916 ... 0.20903951 0.         0.01092431]
147,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson68_4059.jpg,pins_scarlett johansson,[0.01443977 0.00090541 0.0141918  ... 0.00903413 0.         0.00798014]
148,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson117_3898.jpg,pins_scarlett johansson,[0.45225027 0.00551373 0.04847204 ... 0.21058246 0.         0.00859333]
149,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson147_3935.jpg,pins_scarlett johansson,[0.29475012 0.02380162 0.0487695  ... 0.08498132 0.01292073 0.01346549]
150,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson83_4071.jpg,pins_scarlett johansson,[0.5425343  0.00358543 0.04390691 ... 0.17673372 0.         0.01131187]
151,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson45_4042.jpg,pins_scarlett johansson,[0.4141186  0.00953481 0.0396218  ... 0.03269026 0.04650347 0.01090723]
152,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson80_4069.jpg,pins_scarlett johansson,"[6.0701132e-02 7.4845003e-03 1.1904117e-02 ... 5.0283596e-02 7.6047014e-05
 2.7602993e-02]"
153,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson11_3891.jpg,pins_scarlett johansson,[0.01862176 0.         0.01099106 ... 0.00868389 0.         0.02432282]
154,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson196_3975.jpg,pins_scarlett johansson,[0.06679777 0.08518334 0.05416624 ... 0.06874451 0.0007195  0.01227414]
155,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson225_4004.jpg,pins_scarlett johansson,[0.17516191 0.22153026 0.02344521 ... 0.09462491 0.00371694 0.0703654 ]
156,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson183_3964.jpg,pins_scarlett johansson,[0.04317624 0.00724661 0.0463873  ... 0.11683614 0.03074252 0.00282429]
157,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson141_3931.jpg,pins_scarlett johansson,[0.23663722 0.01818401 0.00631649 ... 0.05330549 0.06216893 0.0139253 ]
158,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson108_3889.jpg,pins_scarlett johansson,[0.23879886 0.03133092 0.00913828 ... 0.03276072 0.01372331 0.01422392]
159,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson24_4016.jpg,pins_scarlett johansson,[0.45401445 0.01609799 0.03607572 ... 0.11094806 0.03679264 0.01096616]
160,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson114_3896.jpg,pins_scarlett johansson,[0.08019328 0.01518937 0.02111618 ... 0.02996761 0.         0.01987446]
161,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson210_3990.jpg,pins_scarlett johansson,[0.02444636 0.01327654 0.02296294 ... 0.07014851 0.         0.04992744]
162,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson171_3957.jpg,pins_scarlett johansson,[0.08520213 0.03959972 0.         ... 0.         0.00251039 0.00607544]
163,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson36_4035.jpg,pins_scarlett johansson,[0.0471911  0.00564406 0.01453948 ... 0.04893916 0.00011671 0.02324786]
164,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson91_4080.jpg,pins_scarlett johansson,[0.02317898 0.00538496 0.01170304 ... 0.01791533 0.         0.01241196]
165,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson19_3968.jpg,pins_scarlett johansson,[0.01979494 0.         0.         ... 0.06326881 0.         0.01262467]
166,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson10_3882.jpg,pins_scarlett johansson,[0.1145827  0.02917857 0.01655734 ... 0.0527483  0.00578329 0.03270783]
167,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson113_3895.jpg,pins_scarlett johansson,[0.12903818 0.         0.         ... 0.09042418 0.03486242 0.01107799]
168,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson161_3947.jpg,pins_scarlett johansson,[0.08887078 0.03576022 0.06236275 ... 0.12979358 0.01066736 0.01689964]
169,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson125_3908.jpg,pins_scarlett johansson,[0.08592565 0.05667543 0.0731135  ... 0.04700077 0.         0.01800065]
170,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson185_3966.jpg,pins_scarlett johansson,[0.29909673 0.         0.02540091 ... 0.03480086 0.         0.04821115]
171,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson127_3912.jpg,pins_scarlett johansson,[0.0394756  0.0225586  0.01713984 ... 0.04603714 0.         0.02253845]
172,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson87_4075.jpg,pins_scarlett johansson,[0.02032376 0.01307604 0.01114521 ... 0.01841118 0.         0.01152594]
173,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson62_4055.jpg,pins_scarlett johansson,[0.29951468 0.04247402 0.02307956 ... 0.05009746 0.01414495 0.01795469]
174,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson17_3955.jpg,pins_scarlett johansson,"[6.25495166e-02 2.76281368e-02 1.23996325e-02 ... 3.78266126e-02
 3.03189972e-05 2.95973755e-02]"
175,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson87_4076.jpg,pins_scarlett johansson,[0.03457513 0.00363585 0.01019048 ... 0.02500018 0.         0.02263213]
176,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson8_4068.jpg,pins_scarlett johansson,[0.20919177 0.00383364 0.03878003 ... 0.0221142  0.         0.0203125 ]
177,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson93_4082.jpg,pins_scarlett johansson,[0.15334238 0.0070477  0.0070411  ... 0.00953871 0.00474441 0.00733184]
178,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson169_3954.jpg,pins_scarlett johansson,[0.33256555 0.         0.03380498 ... 0.06371742 0.         0.01317179]
179,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson184_3965.jpg,pins_scarlett johansson,[0.29813907 0.002283   0.02736603 ... 0.07019268 0.00157013 0.01315027]
180,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson125_3906.jpg,pins_scarlett johansson,[0.06235341 0.0716764  0.0667543  ... 0.05226601 0.         0.02061776]
181,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson160_3946.jpg,pins_scarlett johansson,[0.25669274 0.07149665 0.02366627 ... 0.03345474 0.06418324 0.00869812]
182,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson207_3986.jpg,pins_scarlett johansson,[0.19497705 0.00719203 0.04897269 ... 0.04087368 0.01959987 0.02231972]
183,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson166_3952.jpg,pins_scarlett johansson,[0.06541536 0.0257046  0.04640348 ... 0.15629794 0.0120391  0.01646863]
184,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson18_3961.jpg,pins_scarlett johansson,[0.17878976 0.         0.         ... 0.07172637 0.05199916 0.01064168]
185,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson228_4006.jpg,pins_scarlett johansson,[0.25880665 0.01237564 0.01811493 ... 0.06432122 0.01359411 0.02066818]
186,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson1_3881.jpg,pins_scarlett johansson,"[3.6482039e-01 3.6373673e-04 3.1612318e-02 ... 8.6363740e-02 8.0032233e-04
 1.4455403e-02]"
187,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson205_3984.jpg,pins_scarlett johansson,[0.60841036 0.00108559 0.03192099 ... 0.24293335 0.00234403 0.01678044]
188,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson230_4009.jpg,pins_scarlett johansson,[0.07513357 0.03538723 0.0200414  ... 0.04286719 0.00355797 0.02681728]
189,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson94_4083.jpg,pins_scarlett johansson,[0.35195136 0.01385613 0.01835369 ... 0.03954602 0.06480233 0.00988158]
190,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson212_3992.jpg,pins_scarlett johansson,[0.19342124 0.03583728 0.0512418  ... 0.06703607 0.03069082 0.01654636]
191,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson61_4054.jpg,pins_scarlett johansson,"[2.0851511e-01 2.0215785e-04 3.4124982e-02 ... 1.7122200e-02 0.0000000e+00
 1.9048009e-02]"
192,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson119_3900.jpg,pins_scarlett johansson,[0.04520287 0.05038439 0.05533025 ... 0.02641969 0.         0.00974186]
193,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson213_3993.jpg,pins_scarlett johansson,[0.00770545 0.         0.00108171 ... 0.01321352 0.00831918 0.04378564]
194,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson199_3977.jpg,pins_scarlett johansson,[0.25098887 0.02215995 0.03771469 ... 0.05856491 0.03228772 0.0107053 ]
195,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson124_3905.jpg,pins_scarlett johansson,[0.32865617 0.0007629  0.03164265 ... 0.07299118 0.00095381 0.01335504]
196,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson224_4003.jpg,pins_scarlett johansson,[0.02861122 0.00933817 0.01197999 ... 0.01766736 0.         0.01169065]
197,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson181_3962.jpg,pins_scarlett johansson,[0.0142819  0.         0.00999242 ... 0.0127101  0.         0.01242337]
198,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson14_3929.jpg,pins_scarlett johansson,[0.12221152 0.02578325 0.01631659 ... 0.05937934 0.00013963 0.05310853]
199,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson170_3956.jpg,pins_scarlett johansson,[0.059976   0.01124339 0.01133016 ... 0.03482813 0.         0.02466943]
200,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson100_3883.jpg,pins_scarlett johansson,[0.28283498 0.02075411 0.04575467 ... 0.08761492 0.01858127 0.0349365 ]
201,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson237_4014.jpg,pins_scarlett johansson,[0.08454356 0.01448707 0.01976142 ... 0.02997123 0.00171531 0.02290464]
202,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson105_3886.jpg,pins_scarlett johansson,[0.27737612 0.01008117 0.03339029 ... 0.07246675 0.01586048 0.0121746 ]
203,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson86_4073.jpg,pins_scarlett johansson,[0.21497688 0.04113261 0.02796776 ... 0.0377412  0.05305249 0.01276777]
204,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson156_3942.jpg,pins_scarlett johansson,[0.04758338 0.08158675 0.05839037 ... 0.05420008 0.         0.02158388]
205,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson42_4039.jpg,pins_scarlett johansson,[0.1269011  0.04495691 0.05340241 ... 0.03188789 0.0170697  0.00976136]
206,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson98_4086.jpg,pins_scarlett johansson,[0.23485082 0.00547094 0.02278601 ... 0.06573776 0.00865508 0.02907692]
207,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson172_3958.jpg,pins_scarlett johansson,[0.05474976 0.00068636 0.00714712 ... 0.02618036 0.         0.02265402]
208,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson153_3940.jpg,pins_scarlett johansson,[0.18390845 0.01811663 0.03516907 ... 0.07108322 0.0145965  0.01545279]
209,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson222_4001.jpg,pins_scarlett johansson,[0.04390583 0.03276367 0.02964375 ... 0.07164496 0.         0.02808926]
210,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson194_3973.jpg,pins_scarlett johansson,[0.3586292  0.0043359  0.06488012 ... 0.08825036 0.         0.02296952]
211,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson146_3934.jpg,pins_scarlett johansson,[0.04575581 0.00735023 0.01630673 ... 0.03129381 0.         0.01950287]
212,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson35_4034.jpg,pins_scarlett johansson,[0.33595267 0.01690704 0.05214285 ... 0.0989477  0.04109405 0.03677756]
213,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson211_3991.jpg,pins_scarlett johansson,[0.03284516 0.01024888 0.01222491 ... 0.02488195 0.         0.01315384]
214,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson202_3981.jpg,pins_scarlett johansson,[0.02796685 0.00788985 0.02017767 ... 0.02447828 0.         0.01529879]
215,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson109_3890.jpg,pins_scarlett johansson,[0.04536586 0.0202058  0.02513791 ... 0.02595128 0.         0.01454112]
216,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson48_4044.jpg,pins_scarlett johansson,[0.04971501 0.02142897 0.00099782 ... 0.0002848  0.01194926 0.00812237]
217,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson121_3903.jpg,pins_scarlett johansson,[0.29646438 0.         0.0250248  ... 0.01614196 0.0142363  0.01236758]
218,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson20_3979.jpg,pins_scarlett johansson,[0.07192918 0.         0.00868523 ... 0.01256257 0.         0.06391388]
219,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson140_3930.jpg,pins_scarlett johansson,[0.02067907 0.02528529 0.01692224 ... 0.01640373 0.         0.00861343]
220,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson40_4037.jpg,pins_scarlett johansson,[0.35842282 0.00052556 0.03190775 ... 0.0839429  0.00055495 0.01421165]
221,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson203_3982.jpg,pins_scarlett johansson,[0.3114217  0.034388   0.02199161 ... 0.04187484 0.01557157 0.01021529]
222,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson229_4007.jpg,pins_scarlett johansson,[0.03186326 0.00252235 0.00894254 ... 0.03067531 0.         0.02605687]
223,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson112_3894.jpg,pins_scarlett johansson,[0.21483497 0.00158247 0.06129246 ... 0.04065374 0.00540961 0.0324356 ]
224,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson215_3995.jpg,pins_scarlett johansson,[0.08057755 0.03696078 0.02794925 ... 0.03477203 0.00528085 0.02835172]
225,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson28_4027.jpg,pins_scarlett johansson,[0.0217197  0.0260451  0.02585069 ... 0.01981724 0.         0.00969009]
226,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson5_4045.jpg,pins_scarlett johansson,[0.12547383 0.04931811 0.05862114 ... 0.08195628 0.00425861 0.02181551]
227,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson92_4081.jpg,pins_scarlett johansson,[0.18153355 0.01822578 0.04862062 ... 0.03105526 0.00655219 0.01331599]
228,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson190_3971.jpg,pins_scarlett johansson,[0.07539336 0.03541133 0.04679421 ... 0.08555175 0.         0.03758404]
229,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson200_3980.jpg,pins_scarlett johansson,[0.1917481  0.03418029 0.05191622 ... 0.05847222 0.0050222  0.01295592]
230,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson192_3972.jpg,pins_scarlett johansson,[0.13083638 0.02612812 0.01656669 ... 0.06183731 0.00030519 0.05100929]
231,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson65_4058.jpg,pins_scarlett johansson,[0.32493156 0.10034765 0.01281933 ... 0.03931991 0.02446865 0.00484419]
232,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson132_3921.jpg,pins_scarlett johansson,[0.06155491 0.10176859 0.05208497 ... 0.06714791 0.00159681 0.00959657]
233,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson127_3913.jpg,pins_scarlett johansson,[0.06088237 0.0127521  0.0130618  ... 0.05124954 0.         0.02047999]
234,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson58_4050.jpg,pins_scarlett johansson,[0.07576985 0.05430444 0.09232187 ... 0.01533205 0.01454669 0.00610537]
235,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson244_4022.jpg,pins_scarlett johansson,[0.05885518 0.01450054 0.0203587  ... 0.03926358 0.         0.02259774]
236,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson218_3997.jpg,pins_scarlett johansson,[0.06369115 0.08286348 0.0446985  ... 0.06787974 0.00076973 0.01190664]
237,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson47_4043.jpg,pins_scarlett johansson,[0.28468364 0.00090644 0.04746783 ... 0.1211156  0.         0.01093607]
238,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson32_4031.jpg,pins_scarlett johansson,[0.03634943 0.03039072 0.01528788 ... 0.05122575 0.         0.01839984]
239,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson43_4040.jpg,pins_scarlett johansson,[0.30269057 0.01456326 0.01754094 ... 0.06015738 0.01144655 0.02385483]
240,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson125_3907.jpg,pins_scarlett johansson,[0.0636875  0.07337374 0.07044015 ... 0.0551669  0.         0.01830054]
241,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson59_4051.jpg,pins_scarlett johansson,[0.03374057 0.0264489  0.0154876  ... 0.02028949 0.         0.0089483 ]
242,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson197_3976.jpg,pins_scarlett johansson,[0.30599275 0.01715698 0.02216034 ... 0.06145667 0.01276243 0.01967595]
243,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson116_3897.jpg,pins_scarlett johansson,[0.09102476 0.00131816 0.         ... 0.00660972 0.00170038 0.01152825]
244,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson162_3948.jpg,pins_scarlett johansson,[0.18966769 0.06077128 0.0226637  ... 0.02759797 0.07032923 0.01104246]
245,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson96_4084.jpg,pins_scarlett johansson,[0.00677057 0.00023302 0.0151652  ... 0.01555315 0.         0.01430327]
246,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson34_4033.jpg,pins_scarlett johansson,[0.03284861 0.00175245 0.03012288 ... 0.         0.         0.00078254]
247,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson195_3974.jpg,pins_scarlett johansson,[0.22497891 0.01098107 0.0094858  ... 0.03094931 0.03393668 0.0112007 ]
248,/content/105_classes_pins_dataset/pins_scarlett johansson/scarlett johansson38_4036.jpg,pins_scarlett johansson,[0.2430557  0.00696808 0.02189645 ... 0.06888822 0.01026933 0.02469884]
